PM2.5,NO2,Latitude,Longitude,Temperature,Humidity,Wind_Speed,Month,Day_of_Week,PM10,CO,SO2,O3,City,Date
320.2,135.1,19.076,72.8777,25.1,88.68753,19.191748,8,0,470.3,7.46,64.4,122.1,Mumbai,2022-08-22
147.6,2.8,19.076,72.8777,25.3,89.24052,17.377226,8,1,82.1,1.72,30.3,169.4,Mumbai,2022-08-23
214.4,64.3,19.076,72.8777,25.0,90.57556,18.671474,8,2,155.5,6.5,52.3,62.8,Mumbai,2022-08-24
59.0,91.2,19.076,72.8777,25.25,90.04791,10.587918,8,3,144.6,4.64,45.6,101.4,Mumbai,2022-08-25
62.9,76.8,19.076,72.8777,24.6,88.647575,7.8954163,8,4,464.0,9.18,2.7,138.4,Mumbai,2022-08-26
244.0,142.4,19.076,72.8777,24.9,87.07317,5.506941,8,5,300.5,1.66,42.9,35.2,Mumbai,2022-08-27
481.0,40.0,19.076,72.8777,25.2,87.62917,5.8603754,8,6,418.6,0.5,59.1,47.7,Mumbai,2022-08-28
27.9,86.2,19.076,72.8777,25.0,90.30252,5.495161,8,0,547.1,0.79,77.4,66.4,Mumbai,2022-08-29
281.6,87.4,19.076,72.8777,25.55,93.93271,4.3349743,8,1,424.7,7.66,33.8,27.1,Mumbai,2022-08-30
128.3,22.3,19.076,72.8777,26.35,92.30365,2.7416782,8,2,226.4,0.4,50.8,82.2,Mumbai,2022-08-31
23.7,129.9,19.076,72.8777,25.25,90.319725,2.968636,9,3,96.8,0.45,67.6,46.5,Mumbai,2022-09-01
155.9,68.7,19.076,72.8777,25.75,95.07002,2.7416782,9,4,437.8,9.81,49.2,154.4,Mumbai,2022-09-02
178.6,140.3,19.076,72.8777,26.2,92.29539,7.2359104,9,5,103.7,6.01,50.0,111.5,Mumbai,2022-09-03
160.6,129.6,19.076,72.8777,26.5,87.74103,7.8954163,9,6,40.5,0.88,41.1,93.3,Mumbai,2022-09-04
490.1,50.7,19.076,72.8777,26.35,86.94175,9.028754,9,0,591.4,7.01,80.9,155.5,Mumbai,2022-09-05
399.1,119.1,19.076,72.8777,26.1,90.37792,1.484318,9,1,291.7,0.55,95.3,29.0,Mumbai,2022-09-06
477.0,69.8,19.076,72.8777,25.55,87.39521,7.9526596,9,2,107.1,9.79,32.4,195.6,Mumbai,2022-09-07
84.4,5.1,19.076,72.8777,25.65,93.3768,8.373386,9,3,512.8,0.97,23.1,32.6,Mumbai,2022-09-08
152.9,68.3,19.076,72.8777,25.65,94.5003,5.2416787,9,4,218.0,6.76,66.6,171.4,Mumbai,2022-09-09
250.6,103.2,19.076,72.8777,25.85,93.38632,5.3999996,9,5,510.1,9.59,91.6,162.7,Mumbai,2022-09-10
183.7,95.8,19.076,72.8777,25.15,93.07286,6.924738,9,6,250.7,5.58,92.0,53.9,Mumbai,2022-09-11
458.1,49.9,19.076,72.8777,25.85,90.63234,1.835647,9,0,521.3,2.3,91.0,112.2,Mumbai,2022-09-12
444.4,113.8,19.076,72.8777,25.85,90.09016,10.483357,9,1,179.5,3.38,14.9,195.8,Mumbai,2022-09-13
305.8,97.7,19.076,72.8777,25.4,90.05851,17.373497,9,2,316.1,1.6,62.9,52.0,Mumbai,2022-09-14
306.1,60.7,19.076,72.8777,25.6,90.88832,24.079666,9,3,390.6,5.26,33.2,133.8,Mumbai,2022-09-15
252.2,45.7,19.076,72.8777,25.35,90.05498,21.42227,9,4,272.7,9.11,7.0,63.0,Mumbai,2022-09-16
456.2,108.4,19.076,72.8777,24.65,91.65394,8.225035,9,5,585.1,6.07,1.0,32.5,Mumbai,2022-09-17
40.1,43.2,19.076,72.8777,24.9,93.622086,10.538843,9,6,444.5,3.01,43.4,43.9,Mumbai,2022-09-18
159.2,40.9,19.076,72.8777,24.75,84.96562,0.0,9,0,269.1,0.61,96.2,83.3,Mumbai,2022-09-19
319.0,46.3,19.076,72.8777,24.6,92.20646,2.9024127,9,1,505.4,2.85,96.2,82.3,Mumbai,2022-09-20
450.9,85.0,19.076,72.8777,24.3,90.25411,5.0911684,9,2,179.6,0.71,50.8,102.1,Mumbai,2022-09-21
25.1,44.7,19.076,72.8777,24.65,90.82639,6.638072,9,3,315.9,5.12,28.4,98.9,Mumbai,2022-09-22
485.3,73.6,19.076,72.8777,24.45,90.81329,4.6800003,9,4,353.5,5.67,52.2,53.8,Mumbai,2022-09-23
35.1,52.4,19.076,72.8777,24.55,89.18332,9.6932955,9,5,498.3,7.92,20.4,102.7,Mumbai,2022-09-24
33.9,97.5,19.076,72.8777,24.6,89.72955,6.151683,9,6,345.9,9.55,24.2,14.0,Mumbai,2022-09-25
18.0,131.8,19.076,72.8777,23.75,88.30893,5.0528407,9,0,313.0,8.86,11.2,67.4,Mumbai,2022-09-26
473.1,124.7,19.076,72.8777,24.8,91.66291,4.510787,9,1,191.3,2.42,80.4,43.5,Mumbai,2022-09-27
112.1,9.7,19.076,72.8777,24.85,88.667595,2.1897945,9,2,90.2,8.93,13.7,45.6,Mumbai,2022-09-28
239.4,135.3,19.076,72.8777,25.05,88.14846,6.638072,9,3,486.5,7.96,79.6,150.8,Mumbai,2022-09-29
323.4,33.9,19.076,72.8777,25.5,89.25571,3.8939953,9,4,415.5,3.61,82.1,133.0,Mumbai,2022-09-30
495.7,85.8,19.076,72.8777,24.55,92.20369,3.6179552,10,5,431.7,2.89,61.8,163.8,Mumbai,2022-10-01
409.1,6.9,19.076,72.8777,24.65,94.17623,2.9024127,10,6,118.6,7.06,64.8,196.3,Mumbai,2022-10-02
380.6,63.2,19.076,72.8777,24.45,96.46389,7.5942082,10,0,213.4,9.66,1.7,35.0,Mumbai,2022-10-03
111.4,41.6,19.076,72.8777,24.8,97.63635,7.127636,10,1,101.4,2.09,22.9,131.0,Mumbai,2022-10-04
161.0,70.3,19.076,72.8777,25.45,96.778076,3.4152596,10,2,302.1,5.83,44.0,26.5,Mumbai,2022-10-05
399.3,15.2,19.076,72.8777,25.95,97.65627,4.0249224,10,3,286.1,6.49,15.4,184.7,Mumbai,2022-10-06
433.4,89.6,19.076,72.8777,25.35,91.14586,2.2768397,10,4,428.1,8.6,91.0,28.0,Mumbai,2022-10-07
23.4,113.2,19.076,72.8777,25.15,87.09574,13.779114,10,5,563.6,1.13,10.7,46.6,Mumbai,2022-10-08
118.3,8.3,19.076,72.8777,25.4,89.78768,8.311245,10,6,5.5,1.33,39.2,40.7,Mumbai,2022-10-09
433.6,91.8,19.076,72.8777,24.75,96.7615,5.0528407,10,0,353.5,6.12,14.4,38.0,Mumbai,2022-10-10
255.7,138.1,19.076,72.8777,25.75,93.102684,2.6208394,10,1,416.8,4.14,94.0,72.0,Mumbai,2022-10-11
371.2,142.5,19.076,72.8777,24.6,91.65091,4.1046314,10,2,572.3,9.58,37.6,129.1,Mumbai,2022-10-12
351.0,118.9,19.076,72.8777,25.1,93.35045,3.096837,10,3,50.1,4.05,13.0,78.3,Mumbai,2022-10-13
304.2,47.6,19.076,72.8777,25.35,92.52574,4.510787,10,4,174.8,8.12,8.4,44.2,Mumbai,2022-10-14
482.6,28.1,19.076,72.8777,24.9,88.40343,4.510787,10,5,75.1,2.37,27.5,193.2,Mumbai,2022-10-15
435.8,78.3,19.076,72.8777,24.75,66.12473,13.392774,10,6,23.1,2.48,98.6,17.5,Mumbai,2022-10-16
218.5,122.7,19.076,72.8777,25.95,80.81746,8.557102,10,0,55.3,5.31,35.0,184.5,Mumbai,2022-10-17
148.0,10.4,19.076,72.8777,25.4,93.36486,4.6938257,10,1,571.2,4.86,18.7,27.1,Mumbai,2022-10-18
212.2,94.1,19.076,72.8777,24.8,92.496155,7.5942082,10,2,276.8,4.63,59.2,44.9,Mumbai,2022-10-19
129.0,100.5,19.076,72.8777,25.0,95.61485,3.0758414,10,3,374.2,6.89,82.0,23.8,Mumbai,2022-10-20
94.6,100.7,19.076,72.8777,25.15,91.683784,9.178235,10,4,329.6,7.13,49.1,7.2,Mumbai,2022-10-21
80.2,48.9,19.076,72.8777,25.25,90.86555,8.089993,10,5,450.9,7.76,91.1,194.9,Mumbai,2022-10-22
320.8,110.7,19.076,72.8777,23.35,72.60494,7.289445,10,6,200.6,3.56,97.7,25.0,Mumbai,2022-10-23
137.1,30.7,19.076,72.8777,21.45,80.47762,5.495161,10,0,239.9,0.86,92.0,51.0,Mumbai,2022-10-24
460.0,99.0,19.076,72.8777,22.3,81.85773,5.4833565,10,1,11.0,9.82,31.1,158.0,Mumbai,2022-10-25
219.7,148.5,19.076,72.8777,21.45,89.21868,6.9153743,10,2,149.9,8.27,18.4,162.7,Mumbai,2022-10-26
290.2,112.2,19.076,72.8777,21.6,76.54056,8.217153,10,3,209.4,8.26,64.5,51.9,Mumbai,2022-10-27
233.7,71.1,19.076,72.8777,21.7,79.00729,6.151683,10,4,223.5,3.91,69.8,60.1,Mumbai,2022-10-28
122.1,85.0,19.076,72.8777,21.3,74.57692,5.4833565,10,5,269.6,8.12,29.5,50.5,Mumbai,2022-10-29
266.5,47.6,19.076,72.8777,21.1,70.37983,6.792466,10,6,536.0,1.84,64.2,118.4,Mumbai,2022-10-30
367.2,48.0,19.076,72.8777,21.2,69.72539,8.435069,10,0,390.0,4.95,40.9,154.0,Mumbai,2022-10-31
127.5,99.5,19.076,72.8777,21.25,65.390015,11.019764,11,1,112.4,5.39,92.9,77.1,Mumbai,2022-11-01
422.8,14.7,19.076,72.8777,21.5,71.36069,11.792404,11,2,89.7,3.05,87.9,58.3,Mumbai,2022-11-02
19.9,114.5,19.076,72.8777,21.05,66.626335,13.044722,11,3,504.0,9.31,8.1,8.8,Mumbai,2022-11-03
3.9,43.8,19.076,72.8777,21.35,69.08706,10.315115,11,4,209.6,8.2,52.3,80.1,Mumbai,2022-11-04
45.4,13.3,19.076,72.8777,21.85,58.69245,11.119281,11,5,541.7,4.02,79.9,95.6,Mumbai,2022-11-05
235.3,127.1,19.076,72.8777,21.45,64.80235,10.086427,11,6,437.1,0.8,88.1,122.4,Mumbai,2022-11-06
445.1,133.4,19.076,72.8777,19.95,77.51058,5.4833565,11,0,322.1,7.18,81.0,121.3,Mumbai,2022-11-07
374.8,12.5,19.076,72.8777,21.8,72.79077,7.5685663,11,1,577.6,0.18,75.1,103.7,Mumbai,2022-11-08
85.9,46.1,19.076,72.8777,21.8,76.57173,8.557102,11,2,159.3,0.43,2.7,167.6,Mumbai,2022-11-09
117.3,9.4,19.076,72.8777,21.8,69.17484,8.287822,11,3,386.7,9.85,83.0,95.0,Mumbai,2022-11-10
356.6,31.3,19.076,72.8777,21.7,66.97543,8.373386,11,4,45.3,8.0,92.4,147.9,Mumbai,2022-11-11
333.5,133.5,19.076,72.8777,22.35,64.373146,9.83268,11,5,8.2,1.93,98.2,170.9,Mumbai,2022-11-12
479.9,138.3,19.076,72.8777,22.55,66.722374,10.630672,11,6,27.8,1.16,88.5,74.2,Mumbai,2022-11-13
66.9,108.8,19.076,72.8777,22.05,71.4616,8.557102,11,0,218.5,1.75,24.2,68.3,Mumbai,2022-11-14
487.3,76.8,19.076,72.8777,22.65,83.1833,3.319036,11,1,390.2,2.38,93.9,22.5,Mumbai,2022-11-15
222.4,108.0,19.076,72.8777,21.8,73.95429,5.634891,11,2,196.8,1.5,89.8,88.9,Mumbai,2022-11-16
23.7,71.2,19.076,72.8777,22.05,71.9168,10.195057,11,3,229.7,8.23,7.0,129.1,Mumbai,2022-11-17
368.3,131.4,19.076,72.8777,22.15,48.244072,12.738099,11,4,308.6,4.97,79.5,18.2,Mumbai,2022-11-18
468.1,128.9,19.076,72.8777,21.1,51.614838,13.004922,11,5,161.8,3.09,56.2,139.5,Mumbai,2022-11-19
448.7,102.2,19.076,72.8777,20.2,56.398453,12.287555,11,6,422.7,2.64,82.7,178.9,Mumbai,2022-11-20
247.9,64.2,19.076,72.8777,19.15,56.889595,9.085988,11,0,263.2,3.99,69.9,85.1,Mumbai,2022-11-21
470.3,33.4,19.076,72.8777,19.45,59.869957,9.1641035,11,1,110.7,3.77,23.3,96.0,Mumbai,2022-11-22
223.9,110.0,19.076,72.8777,21.8,56.240814,10.383987,11,2,378.3,0.06,2.2,142.6,Mumbai,2022-11-23
463.0,10.6,19.076,72.8777,21.35,67.119064,7.491114,11,3,556.2,1.7,36.1,21.9,Mumbai,2022-11-24
33.5,130.7,19.076,72.8777,21.45,69.10658,6.618519,11,4,149.0,7.0,71.3,164.1,Mumbai,2022-11-25
81.1,44.5,19.076,72.8777,23.15,72.5697,6.1305785,11,5,465.7,7.73,19.0,108.8,Mumbai,2022-11-26
356.4,4.1,19.076,72.8777,22.5,89.574776,6.489992,11,6,60.7,7.97,59.0,183.2,Mumbai,2022-11-27
312.0,122.9,19.076,72.8777,21.5,83.83252,7.928178,11,0,194.7,1.28,15.5,70.7,Mumbai,2022-11-28
329.2,48.0,19.076,72.8777,20.5,86.39486,6.2145634,11,1,81.2,9.2,97.9,175.8,Mumbai,2022-11-29
167.0,48.3,19.076,72.8777,21.05,85.64021,6.8777895,11,2,126.0,4.53,49.2,140.2,Mumbai,2022-11-30
273.2,38.0,19.076,72.8777,21.95,85.99758,6.130579,12,3,271.4,2.17,30.8,162.6,Mumbai,2022-12-01
479.4,116.3,19.076,72.8777,19.95,84.18797,5.8603754,12,4,485.7,9.36,98.4,137.8,Mumbai,2022-12-02
407.6,92.6,19.076,72.8777,20.65,73.522224,7.145796,12,5,334.1,1.67,31.2,34.2,Mumbai,2022-12-03
206.4,27.5,19.076,72.8777,22.65,72.25274,5.3999996,12,6,356.5,4.45,39.5,131.1,Mumbai,2022-12-04
415.5,75.0,19.076,72.8777,23.1,79.45113,5.3517847,12,0,430.9,2.13,50.1,135.8,Mumbai,2022-12-05
204.5,83.0,19.076,72.8777,23.65,82.53206,4.896529,12,1,444.8,6.43,96.6,56.7,Mumbai,2022-12-06
177.7,80.6,19.076,72.8777,23.3,82.235435,5.95906,12,2,260.6,1.55,30.9,18.4,Mumbai,2022-12-07
152.3,93.7,19.076,72.8777,22.35,78.11423,6.151683,12,3,363.4,3.8,72.8,61.3,Mumbai,2022-12-08
254.5,121.4,19.076,72.8777,21.1,55.514797,8.707237,12,4,253.9,4.32,18.3,121.8,Mumbai,2022-12-09
446.5,136.8,19.076,72.8777,18.8,72.25468,7.968939,12,5,327.1,0.85,12.8,159.6,Mumbai,2022-12-10
287.3,37.3,19.076,72.8777,20.2,59.850586,8.217153,12,6,549.3,4.72,37.0,5.1,Mumbai,2022-12-11
232.6,102.1,19.076,72.8777,22.15,69.24291,7.072878,12,0,571.2,9.06,90.5,132.6,Mumbai,2022-12-12
267.6,52.0,19.076,72.8777,24.55,78.91809,10.086427,12,1,62.4,0.78,57.4,134.1,Mumbai,2022-12-13
310.7,117.1,19.076,72.8777,25.6,71.43544,9.028754,12,2,339.8,5.1,84.9,41.0,Mumbai,2022-12-14
366.3,89.3,19.076,72.8777,24.7,83.41859,8.089993,12,3,494.9,0.98,91.2,78.8,Mumbai,2022-12-15
358.7,26.8,19.076,72.8777,23.95,84.1045,5.692099,12,4,121.5,3.31,50.8,170.3,Mumbai,2022-12-16
437.1,97.0,19.076,72.8777,24.15,81.08153,7.386582,12,5,362.4,7.71,27.9,24.0,Mumbai,2022-12-17
275.2,131.0,19.076,72.8777,25.1,72.460464,10.009036,12,6,588.9,0.55,34.9,144.7,Mumbai,2022-12-18
246.7,94.9,19.076,72.8777,24.0,66.17789,10.44,12,0,328.5,3.19,37.1,19.1,Mumbai,2022-12-19
239.3,41.4,19.076,72.8777,22.55,65.24672,8.049845,12,1,500.8,0.61,0.7,36.4,Mumbai,2022-12-20
18.2,119.4,19.076,72.8777,21.2,74.087364,6.439876,12,2,288.1,5.22,60.5,143.9,Mumbai,2022-12-21
104.7,91.3,19.076,72.8777,21.05,77.92257,6.28713,12,3,312.2,1.43,28.0,183.4,Mumbai,2022-12-22
45.5,121.5,19.076,72.8777,21.05,85.90866,6.849467,12,4,119.9,5.76,42.6,2.1,Mumbai,2022-12-23
253.4,113.4,19.076,72.8777,19.95,59.20272,10.464798,12,5,312.6,2.88,22.8,185.2,Mumbai,2022-12-24
229.4,53.6,19.076,72.8777,18.3,81.35063,2.968636,12,6,157.8,7.67,74.4,143.4,Mumbai,2022-12-25
8.9,94.0,19.076,72.8777,16.75,93.22884,6.6185193,12,0,75.6,7.65,2.4,88.9,Mumbai,2022-12-26
370.8,2.5,19.076,72.8777,18.0,90.37516,7.628263,12,1,464.0,2.06,16.0,70.0,Mumbai,2022-12-27
258.5,107.9,19.076,72.8777,18.9,88.17704,6.989936,12,2,251.6,1.42,33.7,43.9,Mumbai,2022-12-28
115.4,19.7,19.076,72.8777,19.35,79.93941,7.653705,12,3,106.8,7.73,74.4,99.9,Mumbai,2022-12-29
248.7,0.9,19.076,72.8777,19.9,80.01478,5.506941,12,4,338.5,3.8,92.0,82.5,Mumbai,2022-12-30
445.3,58.4,19.076,72.8777,20.7,79.115295,7.2359104,12,5,320.4,2.84,10.7,19.1,Mumbai,2022-12-31
376.1,116.9,19.076,72.8777,17.55,83.64888,6.989936,1,6,278.0,8.5,94.8,182.2,Mumbai,2023-01-01
421.8,82.4,19.076,72.8777,17.15,92.06557,7.0911775,1,0,414.2,8.75,83.9,111.0,Mumbai,2023-01-02
200.1,134.3,19.076,72.8777,18.1,84.79275,7.072878,1,1,434.0,2.53,47.6,122.5,Mumbai,2023-01-03
365.4,18.3,19.076,72.8777,18.05,83.975464,6.989936,1,2,190.4,4.53,88.7,173.2,Mumbai,2023-01-04
194.2,4.8,19.076,72.8777,19.65,82.305534,6.6185193,1,3,258.9,6.58,24.6,7.9,Mumbai,2023-01-05
92.6,46.6,19.076,72.8777,20.85,85.084694,6.4096174,1,4,194.3,8.86,38.1,33.6,Mumbai,2023-01-06
180.7,90.1,19.076,72.8777,22.75,73.65017,13.527572,1,5,327.3,9.25,32.5,21.9,Mumbai,2023-01-07
175.4,35.6,19.076,72.8777,21.5,75.5623,5.495161,1,6,592.4,1.84,89.6,105.4,Mumbai,2023-01-08
98.8,82.9,19.076,72.8777,20.05,63.454174,6.6087217,1,0,214.4,1.88,86.5,71.0,Mumbai,2023-01-09
68.9,62.0,19.076,72.8777,18.9,60.93995,7.5942082,1,1,98.3,1.51,55.7,65.1,Mumbai,2023-01-10
223.5,78.5,19.076,72.8777,17.15,75.58427,7.7043357,1,2,316.2,6.67,50.5,140.3,Mumbai,2023-01-11
309.8,46.1,19.076,72.8777,18.5,81.900444,7.342588,1,3,277.0,3.4,83.6,98.5,Mumbai,2023-01-12
133.5,148.1,19.076,72.8777,20.75,95.47549,6.6087217,1,4,222.1,5.14,50.8,108.2,Mumbai,2023-01-13
359.7,135.2,19.076,72.8777,16.85,83.29749,5.3517847,1,5,528.7,1.64,15.2,20.6,Mumbai,2023-01-14
119.4,106.6,19.076,72.8777,15.95,78.16968,5.771239,1,6,333.7,4.03,1.3,25.9,Mumbai,2023-01-15
375.7,10.4,19.076,72.8777,16.15,93.79954,6.792466,1,0,49.3,0.96,45.5,106.8,Mumbai,2023-01-16
429.9,85.5,19.076,72.8777,16.65,89.41242,4.8965297,1,1,418.4,5.57,80.0,97.9,Mumbai,2023-01-17
457.8,37.2,19.076,72.8777,16.35,93.8088,7.69592,1,2,156.3,8.85,84.7,145.2,Mumbai,2023-01-18
9.7,55.4,19.076,72.8777,19.35,82.00693,3.4152596,1,3,207.0,4.58,90.4,31.3,Mumbai,2023-01-19
79.8,16.0,19.076,72.8777,19.2,90.45898,8.225035,1,4,269.5,6.46,5.2,126.5,Mumbai,2023-01-20
21.8,129.6,19.076,72.8777,19.2,92.184425,8.049845,1,5,110.3,2.53,31.3,89.9,Mumbai,2023-01-21
330.7,93.6,19.076,72.8777,18.75,82.19454,8.39657,1,6,503.5,5.4,40.3,14.9,Mumbai,2023-01-22
459.3,27.1,19.076,72.8777,18.05,63.847595,6.87779,1,0,327.1,2.61,82.9,108.6,Mumbai,2023-01-23
178.6,144.7,19.076,72.8777,17.45,69.90801,6.8399997,1,1,343.7,1.57,64.7,105.7,Mumbai,2023-01-24
283.4,137.6,19.076,72.8777,17.6,57.656097,9.72,1,2,540.9,3.23,3.8,164.5,Mumbai,2023-01-25
248.2,14.7,19.076,72.8777,18.85,60.125084,11.879999,1,3,135.5,9.28,65.0,50.7,Mumbai,2023-01-26
70.6,38.7,19.076,72.8777,20.35,79.82243,7.7043357,1,4,409.5,3.55,77.7,176.0,Mumbai,2023-01-27
313.4,51.3,19.076,72.8777,20.4,92.829506,6.725354,1,5,410.2,0.78,82.2,116.5,Mumbai,2023-01-28
246.7,6.0,19.076,72.8777,22.4,98.79056,3.8268526,1,6,36.2,7.49,74.4,34.8,Mumbai,2023-01-29
426.3,114.2,19.076,72.8777,20.85,97.86729,5.904439,1,0,10.3,5.6,51.7,128.4,Mumbai,2023-01-30
188.7,41.9,19.076,72.8777,21.6,76.05816,17.731598,1,1,144.5,4.91,8.9,188.7,Mumbai,2023-01-31
327.5,30.0,19.076,72.8777,23.5,63.803486,15.277749,2,2,459.1,0.48,49.5,133.8,Mumbai,2023-02-01
259.1,25.1,19.076,72.8777,23.7,61.45055,17.0763,2,3,176.7,4.33,49.3,31.2,Mumbai,2023-02-02
481.5,130.7,19.076,72.8777,21.25,67.74931,7.2,2,4,156.6,4.26,99.6,121.4,Mumbai,2023-02-03
273.8,18.2,19.076,72.8777,19.75,71.72818,6.849467,2,5,110.6,8.31,39.0,29.9,Mumbai,2023-02-04
365.7,78.1,19.076,72.8777,20.45,81.88419,4.32,2,6,246.8,2.74,29.1,79.7,Mumbai,2023-02-05
138.1,97.6,19.076,72.8777,19.15,97.23021,9.0,2,0,43.0,7.78,5.9,80.8,Mumbai,2023-02-06
161.8,15.3,19.076,72.8777,20.8,72.38169,10.799999,2,1,555.3,4.58,16.7,101.3,Mumbai,2023-02-07
297.9,124.3,19.076,72.8777,18.55,82.16978,8.161764,2,2,351.7,2.24,99.8,120.2,Mumbai,2023-02-08
225.7,0.4,19.076,72.8777,19.8,66.79935,6.618519,2,3,24.1,1.89,8.6,120.2,Mumbai,2023-02-09
369.6,104.8,19.076,72.8777,21.05,69.69652,9.0645685,2,4,226.4,4.45,86.6,190.4,Mumbai,2023-02-10
373.5,64.2,19.076,72.8777,19.3,64.54658,10.041354,2,5,422.0,2.56,38.9,91.6,Mumbai,2023-02-11
117.0,24.0,19.076,72.8777,18.95,64.25823,9.255571,2,6,279.8,2.19,99.5,78.1,Mumbai,2023-02-12
76.4,33.7,19.076,72.8777,22.4,47.51567,11.457958,2,0,559.4,4.64,21.7,169.5,Mumbai,2023-02-13
464.5,24.4,19.076,72.8777,20.25,48.211563,9.673221,2,1,562.0,6.58,36.7,114.5,Mumbai,2023-02-14
212.0,72.1,19.076,72.8777,18.75,63.163425,7.289445,2,2,500.2,0.87,68.2,109.8,Mumbai,2023-02-15
41.4,24.1,19.076,72.8777,21.6,41.4661,9.511088,2,3,140.1,7.45,82.2,124.1,Mumbai,2023-02-16
485.1,116.6,19.076,72.8777,22.25,38.915188,11.019764,2,4,327.6,5.88,14.7,189.2,Mumbai,2023-02-17
436.2,145.8,19.076,72.8777,21.45,38.95311,8.39657,2,5,146.5,3.37,45.3,0.1,Mumbai,2023-02-18
84.7,78.8,19.076,72.8777,20.25,48.865906,7.42159,2,6,354.0,4.55,77.4,55.8,Mumbai,2023-02-19
305.8,28.9,19.076,72.8777,23.05,68.32646,3.96,2,0,471.2,2.17,52.3,115.7,Mumbai,2023-02-20
9.8,40.0,19.076,72.8777,20.7,90.84488,6.28713,2,1,509.9,5.38,95.6,78.9,Mumbai,2023-02-21
488.4,82.1,19.076,72.8777,19.95,85.25887,9.114471,2,2,429.7,0.67,37.7,1.0,Mumbai,2023-02-22
203.8,147.9,19.076,72.8777,21.3,72.01025,12.224107,2,3,70.6,5.97,78.4,163.3,Mumbai,2023-02-23
254.9,74.0,19.076,72.8777,22.15,64.95274,13.207634,2,4,290.3,0.83,59.3,181.6,Mumbai,2023-02-24
90.6,43.7,19.076,72.8777,23.0,49.118446,10.853866,2,5,214.1,2.77,21.2,74.8,Mumbai,2023-02-25
351.8,57.0,19.076,72.8777,22.35,54.209026,11.631956,2,6,316.3,7.37,15.4,199.0,Mumbai,2023-02-26
28.7,76.4,19.076,72.8777,23.35,54.996437,12.768586,2,0,330.6,6.82,74.2,29.0,Mumbai,2023-02-27
71.4,2.6,19.076,72.8777,21.9,63.247856,8.311245,2,1,385.7,4.48,72.5,35.8,Mumbai,2023-02-28
486.0,81.5,19.076,72.8777,21.9,74.205826,8.647496,3,2,173.1,6.86,67.4,64.3,Mumbai,2023-03-01
310.6,46.8,19.076,72.8777,22.9,64.49203,11.177405,3,3,285.8,8.58,44.8,36.1,Mumbai,2023-03-02
372.2,34.1,19.076,72.8777,22.25,68.16758,6.8777895,3,4,153.8,5.71,12.4,29.5,Mumbai,2023-03-03
167.4,64.0,19.076,72.8777,23.1,87.9844,6.28713,3,5,212.9,5.7,76.4,50.5,Mumbai,2023-03-04
304.8,62.7,19.076,72.8777,23.95,82.31414,6.87779,3,6,548.6,8.4,34.8,159.3,Mumbai,2023-03-05
112.9,136.2,19.076,72.8777,25.5,56.246384,11.457958,3,0,362.4,0.58,44.3,71.6,Mumbai,2023-03-06
401.3,145.2,19.076,72.8777,23.85,59.74058,21.566975,3,1,564.9,2.48,58.9,79.4,Mumbai,2023-03-07
396.3,6.3,19.076,72.8777,23.3,62.34969,7.2805495,3,2,364.1,7.89,85.7,197.5,Mumbai,2023-03-08
178.7,144.7,19.076,72.8777,23.45,53.43554,8.089993,3,3,102.9,3.64,41.0,134.4,Mumbai,2023-03-09
343.8,97.4,19.076,72.8777,24.45,35.61586,11.525623,3,4,537.4,3.14,44.8,190.5,Mumbai,2023-03-10
285.0,56.6,19.076,72.8777,23.5,47.343502,7.7879906,3,5,481.2,2.78,92.8,5.0,Mumbai,2023-03-11
429.9,42.9,19.076,72.8777,24.3,56.130978,7.6367526,3,6,307.9,7.88,92.5,47.5,Mumbai,2023-03-12
389.2,8.2,19.076,72.8777,24.25,67.706116,6.9899354,3,0,338.4,5.09,3.3,115.0,Mumbai,2023-03-13
317.5,70.5,19.076,72.8777,23.85,88.3172,5.1919937,3,1,129.2,5.69,34.8,182.7,Mumbai,2023-03-14
25.4,11.0,19.076,72.8777,25.15,74.05643,9.826088,3,2,499.9,9.47,80.5,71.3,Mumbai,2023-03-15
13.8,145.5,19.076,72.8777,25.05,72.0035,5.5887027,3,3,355.5,0.83,55.1,72.3,Mumbai,2023-03-16
111.4,81.7,19.076,72.8777,24.55,90.81987,7.208994,3,4,528.0,8.22,86.3,148.4,Mumbai,2023-03-17
29.4,49.8,19.076,72.8777,24.55,97.632,6.12,3,5,413.0,3.17,67.1,158.9,Mumbai,2023-03-18
334.4,23.6,19.076,72.8777,23.8,90.77051,3.6179552,3,6,242.0,7.47,68.5,110.0,Mumbai,2023-03-19
403.9,118.8,19.076,72.8777,24.35,79.86867,8.404285,3,0,474.9,8.76,93.8,119.7,Mumbai,2023-03-20
58.9,42.2,19.076,72.8777,21.75,87.86884,8.089993,3,1,487.1,0.78,74.4,183.9,Mumbai,2023-03-21
7.7,149.1,19.076,72.8777,23.05,94.971924,4.802999,3,2,565.5,6.35,42.5,121.2,Mumbai,2023-03-22
218.0,104.1,19.076,72.8777,23.8,93.85522,3.2599385,3,3,254.1,3.69,21.0,78.2,Mumbai,2023-03-23
301.8,133.3,19.076,72.8777,22.9,90.71072,4.39436,3,4,589.2,6.82,20.4,0.6,Mumbai,2023-03-24
308.9,133.8,19.076,72.8777,22.6,92.093155,7.5685663,3,5,388.7,1.04,27.3,40.1,Mumbai,2023-03-25
